molecule_chembl_id,molecule_type,pref_name,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Weight difference,%,18.0,CHEMBL376,Rattus norvegicus,Weight difference,%,18.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Kd,nM,0.2,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,Kd,M,2E-10
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,rIC50,,1.0,CHEMBL612545,Unchecked,rIC50,,1.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,rIC50,,1.0,CHEMBL375,Mus musculus,rIC50,,1.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,rIC50,,1.0,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,rIC50,,1.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,nM,1000.0,CHEMBL1902,Peptidyl-prolyl cis-trans isomerase FKBP1A,IC50,uM,1.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,nM,0.19,CHEMBL612545,Unchecked,IC50,nM,0.19
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,ED50,mg.kg-1,10.0,CHEMBL376,Rattus norvegicus,ED50,mg kg-1,10.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,ED50,mg.kg-1,3.0,CHEMBL376,Rattus norvegicus,ED50,mg kg-1,3.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,ED50,mg.kg-1,0.3,CHEMBL376,Rattus norvegicus,ED50,mg kg-1,0.3
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,ED50,mg.kg-1,0.3,CHEMBL376,Rattus norvegicus,ED50,mg kg-1,0.3
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,nM,0.29,CHEMBL613107,PBMC,IC50,nM,0.29
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,nM,0.18,CHEMBL612558,ADMET,IC50,nM,0.18
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,nM,0.06,CHEMBL612558,ADMET,IC50,nM,0.06
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,nM,0.06,CHEMBL612558,ADMET,IC50,nM,0.06
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,nM,0.95,CHEMBL2842,Serine/threonine-protein kinase mTOR,IC50,nM,0.95
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,nM,35.0,CHEMBL612545,Unchecked,Ki,nM,35.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,ED50,mg.kg-1,0.3,CHEMBL376,Rattus norvegicus,ED50,mg kg-1,0.3
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,ED50,mg.kg-1,0.3,CHEMBL376,Rattus norvegicus,ED50,mg kg-1,0.3
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Log 1/Km,,-0.792,CHEMBL340,Cytochrome P450 3A4,Log 1/Km,,-0.792
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Activity,ug/g,2.33,CHEMBL375,Mus musculus,Activity,ug/g,2.33
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,nM,0.25,CHEMBL614632,RBL-2H3,IC50,nM,0.25
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Activity,,,CHEMBL5314313,Cortical neurone,Activity,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,T1/2,hr,1.0,CHEMBL613373,Liver microsomes,t1/2,min,60.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Stability,%,,CHEMBL613373,Liver microsomes,Stability,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,nM,2260.0,CHEMBL612545,Unchecked,IC50,uM,2.26
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,F,%,17.0,CHEMBL372,Homo sapiens,F,%,17.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,ug.mL-1,0.000015,CHEMBL3879801,NON-PROTEIN TARGET,IC50,10'-5 ug/ml,1.5
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,ug.mL-1,0.0016,CHEMBL3879801,NON-PROTEIN TARGET,IC50,10'-3 ug/ml,1.6
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,ug.mL-1,0.000015,CHEMBL3879801,NON-PROTEIN TARGET,IC50,10'-5 ug/ml,1.5
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,ug.mL-1,0.0016,CHEMBL3879801,NON-PROTEIN TARGET,IC50,10'-3 ug/ml,1.6
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Activity,,,CHEMBL613162,Trichophyton mentagrophytes,Activity,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Activity,,,CHEMBL613427,Skin,Activity,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MIC,ug.mL-1,1.0,CHEMBL613162,Trichophyton mentagrophytes,MIC,ug ml-1,1.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MIC,ug.mL-1,1.0,CHEMBL613162,Trichophyton mentagrophytes,MIC,ug ml-1,1.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MIC80,ug.mL-1,1.0,CHEMBL613162,Trichophyton mentagrophytes,MIC80,ug ml-1,1.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MIC80,ug.mL-1,1.0,CHEMBL613162,Trichophyton mentagrophytes,MIC80,ug ml-1,1.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Activity,,,CHEMBL363,Aspergillus fumigatus,Activity,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Activity,,,CHEMBL363,Aspergillus fumigatus,Activity,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Activity,,,CHEMBL363,Aspergillus fumigatus,Activity,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,RFU,,2.909,CHEMBL363,Aspergillus fumigatus,RFU,,2.909
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Activity,,,CHEMBL363,Aspergillus fumigatus,Activity,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Activity,,,CHEMBL363,Aspergillus fumigatus,Activity,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,CL,mL.min-1.kg-1,0.7,CHEMBL372,Homo sapiens,CL,ml/min.kg,0.7
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,CL_renal,mL.min-1.kg-1,0.01,CHEMBL372,Homo sapiens,CL_renal,ml/min.kg,0.01
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Activity,ug ml-1,2.05,CHEMBL372,Homo sapiens,Activity,ug ml-1,2.05
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Activity,,,CHEMBL372,Homo sapiens,Activity,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Activity,,,CHEMBL612842,Kluyveromyces marxianus,Activity,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Activity,,,CHEMBL612842,Kluyveromyces marxianus,Activity,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Activity,ng/ml,4.2,CHEMBL372,Homo sapiens,Activity,ng/ml,4.2
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Fg,,1.03,CHEMBL372,Homo sapiens,Fg,,1.03
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Vdss,L.kg-1,1.2,CHEMBL372,Homo sapiens,Vdss,L/Kg,1.2
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,CL_renal,mL.min-1.kg-1,0.01,CHEMBL372,Homo sapiens,CL_renal,ml/min.kg,0.01
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Fu,,0.01,CHEMBL613652,Plasma,Fu,,0.01
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,F_fraction,,0.15,CHEMBL372,Homo sapiens,F_fraction,,0.15
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Fa,,0.15,CHEMBL372,Homo sapiens,Fa,,0.15
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,CL,mL.min-1.kg-1,0.7,CHEMBL372,Homo sapiens,CL,ml/min.kg,0.7
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,CL,mL.min-1.kg-1,0.7,CHEMBL372,Homo sapiens,CL,ml/min.kg,0.7
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Fh,,0.97,CHEMBL372,Homo sapiens,Fh,,0.97
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,nM,13.8,CHEMBL1250378,Splicing factor 3B subunit 3,IC50,nM,13.8
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,nM,10.9,CHEMBL1250378,Splicing factor 3B subunit 3,IC50,nM,10.9
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Activity,%,5.87,CHEMBL1250378,Splicing factor 3B subunit 3,Activity,%,5.87
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Activity,%,1.18,CHEMBL1250378,Splicing factor 3B subunit 3,Activity,%,1.18
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Potency,nM,31622.8,CHEMBL1293254,Ferritin light chain,Potency,um,31.6228
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Potency,nM,15848.9,CHEMBL1293254,Ferritin light chain,Potency,um,15.8489
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Potency,nM,11220.2,CHEMBL1293231,Nuclear receptor ROR-gamma,Potency,um,11.2202
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Fu,,0.01,CHEMBL3879801,NON-PROTEIN TARGET,fu,,0.01
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,CL,mL.min-1.kg-1,0.7,CHEMBL612558,ADMET,CL,mL/min/kg,0.7
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Vdss,L.kg-1,1.2,CHEMBL612558,ADMET,Vdss,L/kg,1.2
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,T1/2,hr,26.0,CHEMBL612558,ADMET,t1/2,h,26.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MRT,hr,27.0,CHEMBL612558,ADMET,MRT,h,27.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MEC,ug ml-1,0.02,CHEMBL363,Aspergillus fumigatus,MEC,ug ml-1,0.02
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MEC,ug ml-1,80.0,CHEMBL363,Aspergillus fumigatus,MEC,ug ml-1,80.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MEC,ug ml-1,0.02,CHEMBL363,Aspergillus fumigatus,MEC,ug ml-1,0.02
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MEC,ug ml-1,0.01,CHEMBL363,Aspergillus fumigatus,MEC,ug ml-1,0.01
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MEC,ug ml-1,0.02,CHEMBL363,Aspergillus fumigatus,MEC,ug ml-1,0.02
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MEC,ug ml-1,0.02,CHEMBL363,Aspergillus fumigatus,MEC,ug ml-1,0.02
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MEC,ug ml-1,0.001,CHEMBL363,Aspergillus fumigatus,MEC,ug ml-1,0.001
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MEC,ug ml-1,0.02,CHEMBL363,Aspergillus fumigatus,MEC,ug ml-1,0.02
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MEC,ug ml-1,0.01,CHEMBL363,Aspergillus fumigatus,MEC,ug ml-1,0.01
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Activity,,,CHEMBL1667673,ATP binding cassette transporter Abc1p,Activity,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Activity,,,CHEMBL1667673,ATP binding cassette transporter Abc1p,Activity,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Activity,,,CHEMBL1667673,ATP binding cassette transporter Abc1p,Activity,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MIC,ug.mL-1,0.5,CHEMBL612306,Rhizopus arrhizus,MIC,ug ml-1,0.5
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MIC,ug.mL-1,0.5,CHEMBL612369,Lichtheimia corymbifera,MIC,ug ml-1,0.5
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MIC,ug.mL-1,0.5,CHEMBL612948,Mucor circinelloides,MIC,ug ml-1,0.5
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MIC,ug.mL-1,4.0,CHEMBL3879801,NON-PROTEIN TARGET,MIC,ug ml-1,4.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,MIC,ug.mL-1,4.0,CHEMBL3879801,NON-PROTEIN TARGET,MIC,ug ml-1,4.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Inhibition,%,,CHEMBL612545,Unchecked,INH,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Hepatotoxicity,,,CHEMBL1697861,Hepatotoxicity,Hepatotoxicity,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Hepatotoxicity,,,CHEMBL1697861,Hepatotoxicity,Hepatotoxicity,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Hepatotoxicity,,,CHEMBL1697861,Hepatotoxicity,Hepatotoxicity,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Activity,,,CHEMBL340,Cytochrome P450 3A4,Activity,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Potency,nM,1510.1,CHEMBL364,Plasmodium falciparum,Potency,uM,1.5101
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Potency,nM,15003.0,CHEMBL5365,DNA polymerase kappa,Potency,uM,15.003
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Potency,nM,1694.4,CHEMBL364,Plasmodium falciparum,Potency,uM,1.6944
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Potency,nM,39810.7,CHEMBL1795087,Ubiquitin carboxyl-terminal hydrolase 1,Potency,uM,39.8107
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Km,nM,449000.0,CHEMBL4370,UDP-glucuronosyltransferase 2B7,Km,uM,449.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Vmax,pmol/min/mg protein,588.0,CHEMBL4370,UDP-glucuronosyltransferase 2B7,Vmax,pmol/min/mg protein,588.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,nM,33.0,CHEMBL612545,Unchecked,Ki,uM,0.033
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL220,Acetylcholinesterase,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL220,Acetylcholinesterase,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL226,Adenosine receptor A1,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL226,Adenosine receptor A1,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL251,Adenosine receptor A2a,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL251,Adenosine receptor A2a,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL256,Adenosine receptor A3,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL256,Adenosine receptor A3,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL612545,Unchecked,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL612545,Unchecked,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL319,Alpha-1A adrenergic receptor,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL319,Alpha-1A adrenergic receptor,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL315,Alpha-1B adrenergic receptor,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL315,Alpha-1B adrenergic receptor,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL223,Alpha-1D adrenergic receptor,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL223,Alpha-1D adrenergic receptor,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL1867,Alpha-2A adrenergic receptor,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL1867,Alpha-2A adrenergic receptor,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL1942,Alpha-2B adrenergic receptor,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL1942,Alpha-2B adrenergic receptor,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL1916,Alpha-2C adrenergic receptor,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL1916,Alpha-2C adrenergic receptor,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL213,Beta-1 adrenergic receptor,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL213,Beta-1 adrenergic receptor,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL210,Beta-2 adrenergic receptor,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL210,Beta-2 adrenergic receptor,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL246,Beta-3 adrenergic receptor,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL246,Beta-3 adrenergic receptor,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL222,Sodium-dependent noradrenaline transporter,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL222,Sodium-dependent noradrenaline transporter,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL2622,Aldo-keto reductase family 1 member B1,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL2622,Aldo-keto reductase family 1 member B1,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL4607,Type-2 angiotensin II receptor,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL4607,Type-2 angiotensin II receptor,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL612545,Unchecked,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL612545,Unchecked,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL612545,Unchecked,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL612545,Unchecked,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL612545,Unchecked,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL612545,Unchecked,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL3157,B2 bradykinin receptor,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL3157,B2 bradykinin receptor,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL1832,Calcitonin receptor,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL1832,Calcitonin receptor,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL612545,Unchecked,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL612545,Unchecked,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL612545,Unchecked,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL612545,Unchecked,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL612545,Unchecked,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL612545,Unchecked,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL218,Cannabinoid receptor 1,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL218,Cannabinoid receptor 1,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL205,Carbonic anhydrase 2,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL205,Carbonic anhydrase 2,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL4015,C-C chemokine receptor type 2,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL4015,C-C chemokine receptor type 2,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL2414,C-C chemokine receptor type 4,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL2414,C-C chemokine receptor type 4,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL274,C-C chemokine receptor type 5,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL274,C-C chemokine receptor type 5,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL4029,C-X-C chemokine receptor type 1,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL4029,C-X-C chemokine receptor type 1,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL2434,C-X-C chemokine receptor type 2,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL2434,C-X-C chemokine receptor type 2,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL1901,Cholecystokinin receptor type A,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL1901,Cholecystokinin receptor type A,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL221,Prostaglandin G/H synthase 1,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL221,Prostaglandin G/H synthase 1,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL230,Prostaglandin G/H synthase 2,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL230,Prostaglandin G/H synthase 2,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL3356,Cytochrome P450 1A2,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL3356,Cytochrome P450 1A2,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL5282,Cytochrome P450 2A6,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL5282,Cytochrome P450 2A6,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL3622,Cytochrome P450 2C19,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL3622,Cytochrome P450 2C19,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL3397,Cytochrome P450 2C9,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL3397,Cytochrome P450 2C9,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL289,Cytochrome P450 2D6,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL289,Cytochrome P450 2D6,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL5281,Cytochrome P450 2E1,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL5281,Cytochrome P450 2E1,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,nM,1000.0,CHEMBL340,Cytochrome P450 3A4,IC50,uM,1.0
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL340,Cytochrome P450 3A4,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL2056,D(1A) dopamine receptor,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL2056,D(1A) dopamine receptor,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL217,D(2) dopamine receptor,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL217,D(2) dopamine receptor,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL234,D(3) dopamine receptor,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL234,D(3) dopamine receptor,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL219,D(4) dopamine receptor,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL219,D(4) dopamine receptor,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL238,Sodium-dependent dopamine transporter,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL238,Sodium-dependent dopamine transporter,Ki,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,IC50,,,CHEMBL252,Endothelin-1 receptor,IC50,,
CHEMBL269732,Small molecule,TACROLIMUS ANHYDROUS,Ki,,,CHEMBL252,Endothelin-1 receptor,Ki,,
